Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
2008,0.007185,0.000505,0.000318,0.000248,0.000189,0.000168,0.000155,0.000141,0.000122,0.000099,0.000082,0.000087,0.000131,0.000225,0.000357,0.000499,0.000639,0.000782,0.000927,0.001067,0.001213,0.001350,0.001443,0.001477,0.001467,0.001443,0.001425,0.001414,0.001417,0.001433,0.001454,0.001476,0.001504,0.001539,0.001584,0.001642,0.001716,0.001812,0.001931,0.002075,0.002240,0.002427,0.002643,0.002892,0.003171,0.003475,0.003804,0.004162,0.004551,0.004969,0.005422,0.005900,0.006385,0.006868,0.007362,0.007905,0.008500,0.009120,0.009760,0.010443,0.011196,0.012049,0.013019,0.014122,0.015362,0.016768,0.018311,0.019939,0.021634,0.023452,0.025518,0.027868,0.030440,0.033244,0.036343,0.039911,0.043950,0.048335,0.053057,0.058250,0.064171,0.070925,0.078442,0.086767,0.096009,0.106291,0.117718,0.130365,0.144275,0.159463,0.175924,0.193639,0.212578,0.232699,0.253951,0.275044,0.295616,0.315284,0.333654,0.350337,0.367853,0.386246,0.405558,0.425836,0.447128,0.469484,0.492959,0.517607,0.543487,0.570661,0.599194,0.629154,0.660612,0.693642,0.728325,0.764741,0.802978,0.843127,0.885283,0.929547
2009,0.006990,0.000447,0.000301,0.000233,0.000177,0.000161,0.000150,0.000139,0.000123,0.000105,0.000091,0.000096,0.000135,0.000217,0.000332,0.000456,0.000579,0.000709,0.000843,0.000977,0.001118,0.001250,0.001342,0.001382,0.001382,0.001370,0.001364,0.001362,0.001373,0.001394,0.001419,0.001445,0.001478,0.001519,0.001569,0.001631,0.001709,0.001807,0.001927,0.002070,0.002234,0.002420,0.002628,0.002860,0.003117,0.003395,0.003703,0.004051,0.004444,0.004878,0.005347,0.005837,0.006337,0.006837,0.007347,0.007907,0.008512,0.009120,0.009722,0.010344,0.011024,0.011804,0.012708,0.013763,0.014962,0.016327,0.017813,0.019364,0.020954,0.022645,0.024570,0.026777,0.029208,0.031877,0.034842,0.038249,0.042110,0.046334,0.050926,0.055994,0.061786,0.068355,0.075575,0.083463,0.092162,0.101850,0.112678,0.124751,0.138121,0.152790,0.168742,0.185939,0.204337,0.223881,0.244510,0.264979,0.284928,0.303977,0.321738,0.337825,0.354716,0.372452,0.391075,0.410629,0.431160,0.452718,0.475354,0.499122,0.524078,0.550282,0.577796,0.606686,0.637020,0.668871,0.702314,0.737430,0.774302,0.813017,0.853667,0.896351
2010,0.006680,0.000436,0.000304,0.000232,0.000172,0.000154,0.000143,0.000131,0.000115,0.000096,0.000082,0.000087,0.000125,0.000205,0.000319,0.000441,0.000562,0.000690,0.000820,0.000949,0.001086,0.001213,0.001304,0.001346,0.001351,0.001343,0.001341,0.001343,0.001357,0.001380,0.001408,0.001435,0.001466,0.001500,0.001539,0.001592,0.001660,0.001741,0.001838,0.001953,0.002084,0.002241,0.002439,0.002686,0.002975,0.003297,0.003640,0.003998,0.004366,0.004750,0.005156,0.005596,0.006077,0.006605,0.007174,0.007806,0.008467,0.009098,0.009676,0.010240,0.010852,0.011574,0.012432,0.013460,0.014647,0.016000,0.017472,0.019014,0.020602,0.022294,0.024226,0.026437,0.028867,0.031526,0.034476,0.037876,0.041735,0.045944,0.050501,0.055527,0.061279,0.067833,0.075085,0.083063,0.091899,0.101751,0.112755,0.125004,0.138548,0.153396,0.169536,0.186939,0.205567,0.225370,0.246291,0.267044,0.287258,0.306542,0.324495,0.340720,0.357756,0.375643,0.394426,0.414147,0.434854,0.456597,0.479427,0.503398,0.528568,0.554996,0.582746,0.611883,0.642478,0.674602,0.708332,0.743748,0.780936,0.819982,0.860982,0.904031
2011,0.006569,0.000444,0.000291,0.000226,0.000173,0.000157,0.000147,0.000136,0.000121,0.000104,0.000092,0.000097,0.000134,0.000210,0.000317,0.000432,0.000547,0.000672,0.000805,0.000941,0.001085,0.001219,0.001315,0.001358,0.001363,0.001354,0.001351,0.001355,0.001372,0.001401,0.001433,0.001465,0.001498,0.001531,0.001569,0.001618,0.001682,0.001760,0.001853,0.001964,0.002093,0.002247,0.002437,0.002671,0.002943,0.003245,0.003572,0.003927,0.004310,0.004721,0.005158,0.005624,0.006123,0.006658,0.007224,0.007850,0.008505,0.009126,0.009691,0.010241,0.010838,0.011543,0.012372,0.013353,0.014484,0.015768,0.017179,0.018691,0.020296,0.022035,0.024036,0.026300,0.028719,0.031282,0.034080,0.037295,0.041002,0.045149,0.049769,0.054943,0.060886,0.067592,0.074901,0.082803,0.091475,0.101147,0.112015,0.124209,0.137784,0.152732,0.169017,0.186581,0.205357,0.225274,0.246251,0.267058,0.287319,0.306641,0.324617,0.340848,0.357890,0.375785,0.394574,0.414303,0.435018,0.456769,0.479607,0.503588,0.528767,0.555206,0.582966,0.612114,0.642720,0.674856,0.708599,0.744029,0.781230,0.820291,0.861306,0.904371
2012,0.006503,0.000445,0.000300,0.000217,0.000191,0.000163,0.000142,0.000125,0.000108,0.000092,0.000083,0.000092,0.000129,0.000203,0.000304,0.000415,0.000526,0.000647,0.000776,0.000907,0.001047,0.001177,0.001275,0.001327,0.001345,0.001351,0.001363,0.001375,0.001395,0.001420,0.001448,0.001476,0.001507,0.001542,0.001583,0.001635,0.001701,0.001777,0.001864,0.001967,0.002089,0.002235,0.002412,0.002624,0.002870,0.003144,0.003447,0.003791,0.004181,0.004612,0.005076,0.005568,0.006088,0.006634,0.007206,0.007828,0.008483,0.009130,0.009756,0.010385,0.011076,0.011851,0.012690,0.013600,0.014602,0.015735,0.017008,0.018406,0.019936,0.021628,0.023580,0.025786,0.028163,0.030702,0.033484,0.036695,0.040387,0.044479,0.048991,0.054019,0.059797,0.066352,0.073545,0.081381,0.090021,0.099668,0.110494,0.122616,0.136089,0.150913,0.167059,0.184484,0.203132,0.222941,0.243839,0.264564,0.284736,0.303954,0.321811,0.337902,0.354797,0.372536,0.391163,0.410721,0.431258,0.452820,0.475461,0.499234,0.524196,0.550406,0.577926,0.606823,0.637164,0.669022,0.702473,0.737597,0.774477,0.813200,0.853860,0.896553
2013,0.006519,0.000462,0.000291,0.000209,0.000176,0.000159,0.000146,0.000133,0.000118,0.000102,0.000091,0.000096,0.000128,0.000195,0.000289,0.000390,0.000492,0.000608,0.000736,0.000870,0.001012,0.001146,0.001247,0.001302,0.001323,0.001332,0.001347,0.001365,0.001394,0.001430,0.001469,0.001508,0.001543,0.001576,0.001609,0.001651,0.001708,0.001779,0.001866,0.001972,0.002098,0.002246,0.002424,0.002636,0.002881,0.003154,0.003457,0.003797,0.004178,0.004597,0.005049,0.005532,0.006049,0.006600,0.007184,0.007815,0.008480,0.009149,0.009811,0.010485,0.011228,0.012046,0.012900,0.013788,0.014741,0.015815,0.017038,0.018397,0.019908,0.021597,0.023550,0.025752,0.028124,0.030654,0.033427,0.036641,0.040342,0.044432,0.048923,0.053926,0.059660,0.066194,0.073453,0.081471,0.090365,0.100273,0.111316,0.123576,0.137098,0.151892,0.167948,0.185241,0.203736,0.223388,0.244144,0.264733,0.284786,0.303914,0.321718,0.337804,0.354694,0.372428,0.391050,0.410602,0.431132,0.452689,0.475324,0.499090,0.524044,0.550246,0.577759,0.606647,0.636979,0.668828,0.702269,0.737383,0.774252,0.812964,0.853613,0.896293
2014,0.006322,0.000396,0.000282,0.000212,0.000186,0.000162,0.000144,0.000129,0.000114,0.000100,0.000093,0.000101,0.000136,0.000205,0.000299,0.000401,0.000505,0.000621,0.000748,0.000880,0.001020,0.001153,0.001254,0.001312,0.001337,0.001352,0.001372,0.001394,0.001425,0.001462,0.001501,0.001540,0.001579,0.001620,0.001665,0.001721,0.001788,0.001860,0.001937,0.002025,0.002130,0.002259,0.002421,0.002620,0.002855,0.003120,0.003415,0.003750,0.004129,0.004548,0.005002,0.005489,0.006014,0.006578,0.007178,0.007823,0.008501,0.009192,0.009889,0.010604,0.011394,0.012248,0.013103,0.013943,0.014814,0.015787,0.016918,0.018219,0.019720,0.021432,0.023413,0.025625,0.027983,0.030465,0.033162,0.036281,0.039885,0.043881,0.048289,0.053210,0.058856,0.065278,0.072379,0.080180,0.088814,0.098445,0.109212,0.121212,0.134492,0.149059,0.164898,0.181978,0.200257,0.219686,0.240206,0.260557,0.280371,0.299258,0.316818,0.332659,0.349292,0.366757,0.385095,0.404349,0.424567,0.445795,0.468085,0.491489,0.516064,0.541867,0.568960,0.597408,0.627279,0.658642,0.691575,0.726153,0.762461,0.800584,0.840613,0.882644
2015,0.006383,0.000453,0.000282,0.000230,0.000169,0.000155,0.000145,0.000135,0.000120,0.000105,0.000094,0.000099,0.000134,0.000207,0.000309,0.000419,0.000530,0.000655,0.000792,0.000934,0.001086,0.001230,0.001340,0.001404,0.001433,0.001451,0.001473,0.001500,0.001536,0.001579,0.001625,0.001667,0.001711,0.001754,0.001799,0.001855,0.001920,0.001989,0.002061,0.002142,0.002241,0.002364,0.002512,0.002687,0.002895,0.003126,0.003393,0.003714,0.004099,0.004539,0.005022,0.005534,0.006069,0.006623,0.007199,0.007812,0.008467,0.009157,0.009882,0.010646,0.011491,0.012390,0.013271,0.014110,0.014958,0.015906,0.017017,0.018287,0.019748,0.021415,0.023348,0.025520,0.027859,0.030351,0.033081,0.036246,0.039897,0.043943,0.048400,0.053373,0.059110,0.065639,0.072808,0.080621,0.089247,0.098907,0.109784,0.122005,0.135628,0.150650,0.167042,0.184756,0.203731,0.223900,0.245188,0.266289,0.286805,0.306316,0.324394,0.340613,0.357644,0.375526,0.394303,0.414018,0.434719,0.456454,0.479277,0.503241,0.528403,0.554823,0.582564,0.611693,0.642277,0.674391,0.708111,0.743516,0.780692,0.819727,0.860713,0.903749
2016,0.006364,0.000432,0.000284,0.000234,0.000170,0.000157,0.000147,0.000136,0.000120,0.000101,0.000088,0.000093,0.000130,0.000209,0.000321,0.000442,0.000564,0.000701,0.000852,0.001009,0.001176,0.001334,0.001458,0.001534,0.001574,0.001603,0.001637,0.001670,0.001709,0.001753,0.001796,0.001837,0.001881,0.001932,0.001988,0.002055,0.002128,0.002200,0.002268,0.002339,0.002426,0.002536,0.002670,0.002831,0.003022,0.003238,0.003489,0.003790,0.004151,0.004565,0.005020,0.005507,0.006031,0.006591,0.007187,0.007821,0.008494,0.009199,0.009936,0.010707,0.011561,0.012464,0.013332,0.014136,0.014933,0.015821,0.016874,0.018103,0.019545,0.021208,0.023126,0.025271,0.027591,0.030077,0.032801,0.035970,0.039596,0.043520,0.047730,0.052369,0.057724,0.063900,0.070798,0.078461,0.087019,0.096628,0.107420,0.119490,0.132893,0.147645,0.163742,0.181165,0.199879,0.219842,0.240998,0.261963,0.282328,0.301666,0.319539,0.335516,0.352292,0.369906,0.388402,0.407822,0.428213,0.449624,0.472105,0.495710,0.520495,0.546520,0.573846,0.602539,0.632665,0.664299,0.697514,0.732389,0.769009,0.807459,0.847832,0.890224
2017,0.006304,0.000426,0.000290,0.000229,0.000162,0.000146,0.000136,0.000127,0.000115,0.000103,0.000097,0.000109,0.000151,0.000232,0.000343,0.000465,0.000588,0.000720,0.000858,0.000999,0.001147,0.001290,0.001409,0.001496,0.001557,0.001611,0.001666,0.001718,0.001768,0.001818,0.001865,0.001912,0.001961,0.002014,0.002072,0.002139,0.002212,0.002281,0.002343,0.002407,0.002484,0.002585,0.002712,0.002872,0.003066,0.003288,0.003540,0.003837,0.004181,0.004572,0.005001,0.005466,0.005976,0.006531,0.007129,0.007771,0.008450,0.009162,0.009903,0.010678,0.011527,0.012428,0.013316,0.014173,0.015039,0.016018,0.017143,0.018365,0.019696,0.021178,0.022894,0.024874,0.027101,0.029593,0.032402,0.035677,0.039407,0.043465,0.047839,0.052661,0.058217,0.064593,0.071670,0.079480,0.088161,0.097878,0.108775,0.120951,0.134459,0.149309,0.165490,0.182975,0.201721,0.221681,0.242795,0.263722,0.284068,0.303412,0.321328,0.337394,0.354264,0.371977,0.390576,0.410105,0.430610,0.452140,0.474747,0.498485,0.523409,0.549579,0.577058,0.605911,0.636207,0.668017,0.701418,0.736489,0.773313,0.811979,0.852578,0.895207
2018,0.006210,0.000419,0.000304,0.000224,0.000172,0.000152,0.000138,0.000126,0.000111,0.000096,0.000087,0.000095,0.000134,0.000211,0.000317,0.000433,0.000552,0.000678,0.000810,0.000943,0.001084,0.001220,0.001334,0.001417,0.001477,0.001530,0.001585,0.001637,0.001688,0.001739,0.001787,0.001836,0.001891,0.001957,0.002032,0.002117,0.002206,0.002287,0.002353,0.002415,0.002487,0.002583,0.002709,0.002873,0.003072,0.003303,0.003561,0.003850,0.004170,0.004525,0.004912,0.005343,0.005837,0.006404,0.007033,0.007712,0.008423,0.009161,0.009920,0.010703,0.011557,0.012463,0.013359,0.014227,0.015106,0.016097,0.017224,0.018431,0.019722,0.021145,0.022787,0.024694,0.026859,0.029309,0.032085,0.035338,0.039028,0.043001,0.047227,0.051861,0.057214,0.063411,0.070353,0.078091,0.086746,0.096462,0.107361,0.119531,0.133025,0.147862,0.164042,0.181548,0.200350,0.220409,0.241672,0.262741,0.283204,0.302628,0.320572,0.336601,0.353431,0.371103,0.389658,0.409141,0.429598,0.451078,0.473631,0.497313,0.522179,0.548288,0.575702,0.604487,0.634711,0.666447,0.699769,0.734758,0.771496,0.810071,0.850574,0.893103
